00Annotation	counts.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2.hg38.nobarcode	counts.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6.hg38.nobarcode	counts.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8.hg38.nobarcode	counts.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9.hg38.nobarcode	counts.Mast%20cell%2c%20donor4.CNhs12592.11567-120E1.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor5.CNhs13925.11940-126A5.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor8.CNhs13927.11942-126A7.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor5.CNhs13924.11939-126A4.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor8.CNhs13926.11941-126A6.hg38.nobarcode
AK6P1	45	200	35	53	65	187	28	159	81
AK7	7	22	1	1	1	2	4	8	7
AK8	0	0	2	1	2	0	0	0	0
AK9	16	37	21	44	39	86	6	41	32
AKAIN1	0	0	0	0	0	0	0	0	0
AKAP1	5	56	54	52	92	100	23	71	52
AKAP10	37	290	135	180	250	310	51	243	240
AKAP11	120	173	47	58	59	69	29	37	42
AKAP12	398	37	7	4	9	18	12	5	8
AKAP13	3142	1883	2100	4362	2308	2064	307	1438	1377
AKAP13,p1@MIR7706	25	205	206	398	345	304	51	255	328
AKAP14	0	0	0	0	0	0	0	0	0
AKAP17A	97	211	259	448	383	0	0	0	0
AKAP3	1	2	0	0	2	7	0	0	6
AKAP4	5	1	0	0	0	1	0	2	0
AKAP5	99	546	178	289	332	621	62	375	192
AKAP6	0	0	5	0	2	0	0	0	0
AKAP7	8	54	20	31	45	32	5	34	42
AKAP8	29	231	196	295	335	223	48	219	175
AKAP8L	79	354	173	268	276	368	97	373	328
AKAP9	295	307	247	376	441	321	34	193	235
AKIP1	35	249	94	175	161	263	36	264	185
AKIRIN1	193	601	451	601	549	489	131	541	467
AKIRIN2	115	561	457	733	704	432	72	344	306
AKNA	22	219	335	444	429	234	52	202	286
AKNAD1	0	0	0	0	0	0	0	0	0
AKNAD1,p1@CLCC1	132	275	137	227	216	493	97	250	204
AKR1A1	108	771	315	543	474	1255	235	1500	434
AKR1B1	19	300	445	726	437	219	30	388	187
AKR1B10	0	0	0	0	0	0	0	0	0
AKR1B15	0	0	0	1	0	0	0	0	0
AKR1C1	0	0	8	5	14	3	0	0	0
AKR1C2	0	1	3	2	3	4	0	2	0
AKR1C3	1	10	10	73	4	69	3	85	51
AKR1C4	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	1	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0
AKR1E2	2	28	22	55	17	29	3	92	29
AKR7A2	24	254	44	52	98	237	41	474	156
AKR7A3	0	0	0	0	0	0	0	0	0
AKT1	11	230	142	195	255	182	42	310	275
AKT1S1	9	153	69	95	135	219	37	120	148
AKT1S1,p6@PNKP	0	0	0	0	0	1	0	0	0
AKT2	86	360	137	224	241	345	61	315	258
AKT3	52	93	74	119	190	109	50	54	99
AKTIP	1	28	15	30	41	37	3	36	19
ALAD	9	148	124	220	220	119	15	200	121
ALAS1	4571	25344	176	369	226	26263	438	12027	1208
ALAS2	0	0	0	0	0	0	0	0	0
ALB	0	1	2	0	0	0	0	0	1
ALCAM	176	307	44	116	76	292	29	201	73
ALDH16A1	19	194	113	141	192	243	81	292	261
ALDH18A1	49	201	54	87	67	241	40	165	83
ALDH1A1	1645	6392	786	1687	939	4426	495	5596	3113
ALDH1A2	0	0	1	1	0	0	0	0	0
ALDH1A3	0	0	2	1	1	2	0	1	2
ALDH1A3-AS1	0	0	2	0	1	0	0	0	0
ALDH1B1	9	61	23	36	37	103	17	71	36
ALDH1L1	0	0	0	1	1	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0
ALDH1L2	0	0	3	4	4	0	2	1	0
ALDH2	2	13	45	214	50	2	4	24	28
ALDH3A1	0	0	9	7	30	0	0	0	0
ALDH3A2	20	323	98	129	182	403	37	306	185
ALDH3B1	16	308	284	402	469	239	26	462	245
ALDH3B2	0	0	0	0	2	0	0	0	0
ALDH4A1	114	565	68	84	81	580	195	1122	211
ALDH5A1	10	372	120	180	213	396	39	296	305
ALDH6A1	23	128	49	73	50	106	19	95	74
ALDH7A1	0	0	7	16	6	1	0	0	1
ALDH8A1	0	0	0	0	0	0	0	0	0
ALDH9A1	23	194	89	131	127	288	47	242	126
ALDOA	654	6198	1512	1817	2572	5477	993	5962	3059
ALDOAP1	0	1	0	0	0	2	0	0	0
ALDOAP2	5	18	3	1	9	27	2	13	9
ALDOB	0	0	0	0	0	0	0	0	0
ALDOC	29	146	34	65	69	47	22	175	140
ALG1	4	113	20	21	23	138	38	149	116
ALG10	12	67	16	34	38	101	18	78	43
ALG10B	20	59	27	75	51	119	12	119	63
ALG11	109	239	51	106	98	245	31	150	105
ALG12	5	109	59	92	108	128	24	144	106
ALG13	436	431	550	573	1007	857	88	487	258
ALG14	22	49	14	17	14	84	21	35	27
ALG1L	3	6	0	2	1	6	1	11	7
ALG1L10P	0	0	0	2	0	0	1	0	1
ALG1L13P	4	18	3	0	4	20	12	15	11
ALG2	218	352	93	119	124	520	84	276	153
ALG3	44	257	77	124	107	809	87	399	218
ALG5	99	224	79	108	111	397	80	278	93
ALG6	16	97	32	44	48	187	18	121	103
ALG8	48	241	67	78	97	535	67	269	199
ALG9	82	151	88	115	120	213	54	169	99
ALK	0	0	0	0	1	0	0	0	0
ALKAL1	0	0	0	0	0	0	0	0	0
ALKAL2	1	0	2	5	3	0	0	0	1
ALKBH1	30	65	28	35	35	59	5	52	29
ALKBH2	7	28	14	19	32	60	10	41	16
ALKBH3	19	192	58	80	105	225	44	245	157
ALKBH3-AS1	0	0	0	0	0	0	0	0	0
ALKBH4	2	66	22	46	45	43	8	57	56
ALKBH5	36	717	633	1104	1189	696	144	695	635
ALKBH6	8	66	29	40	41	37	6	62	48
ALKBH7	48	614	165	297	357	422	133	754	543
ALKBH8	24	53	19	33	51	75	4	45	26
ALLC	0	0	0	0	0	0	0	0	0
ALMS1	60	128	196	263	250	112	27	158	125
ALOX12	0	0	2	0	0	0	0	0	0
ALOX12-AS1	16	84	43	93	113	182	14	122	78
ALOX12B	0	0	0	0	0	0	0	0	0
ALOX12P2	0	0	0	0	0	0	0	0	0
ALOX15	0	0	1	2	2	1	2	0	0
ALOX15B	0	0	2	1	1	0	0	0	0
ALOX15P1	0	0	0	0	0	0	0	0	0
ALOX15P2	0	0	0	0	0	0	0	0	0
ALOX5	1927	2626	931	2054	1750	1618	276	3033	1770
ALOX5AP	1014	6577	788	1009	1463	5390	1004	6600	6674
ALOXE3	0	0	0	0	0	0	0	0	0
ALPG	0	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0
ALPK1	39	177	96	184	122	201	23	187	145
ALPK2	1	0	0	0	0	0	0	0	1
ALPK3	0	0	0	0	1	0	0	0	0
ALPL	0	0	1	0	2	0	0	0	0
ALPP	0	1	0	0	0	0	0	0	0
ALS2	267	885	525	924	820	1041	84	997	437
ALS2CL	0	0	1	3	1	0	0	0	1
ALX1	0	0	0	2	1	0	0	0	0
ALX3	0	0	0	0	0	0	0	0	0
ALX4	0	0	0	1	0	0	0	0	0
ALYREF	189	1082	317	328	500	822	297	1026	729
AMACR	7	82	30	34	54	98	31	76	185
AMBN	0	0	0	0	0	0	0	0	0
AMBP	0	0	2	0	0	0	0	0	0
AMBRA1	64	688	222	338	377	645	121	464	572
AMD1	745	960	1049	913	1423	1133	265	944	408
AMDHD1	2	8	3	5	6	23	1	14	2
AMDHD2	7	156	137	185	232	127	12	365	139
AMELX	0	0	0	0	0	0	0	0	0
AMER1	3	16	10	7	11	4	2	1	7
AMER2	0	0	0	1	0	0	0	0	0
AMER3	0	0	0	0	0	0	0	0	0
AMFR	14	461	128	139	275	175	23	262	227
AMH	0	0	0	0	0	0	0	0	0
AMHR2	12	812	182	319	423	658	85	476	256
AMIGO1	1	52	10	12	30	11	4	3	24
AMIGO2	21	3	83	77	120	30	2	45	1
AMIGO3	1	39	27	31	44	22	3	41	43
AMMECR1	5	50	19	40	50	53	7	53	34
AMMECR1L	0	1	0	0	0	0	0	0	0
AMN	0	1	10	4	6	0	0	0	1
AMN1	14	109	51	117	73	86	3	89	45
AMOT	1	9	21	34	51	3	2	10	12
AMOTL1	24	104	90	156	170	132	14	109	45
AMOTL2	0	0	3	14	17	0	0	0	1
AMPD1	0	0	0	0	1	0	0	0	0
AMPD2	1	120	238	256	368	123	25	110	221
AMPD3	4	125	70	86	130	185	28	222	317
AMPH	0	0	1	1	0	0	0	0	0
AMT	0	3	7	5	5	6	1	4	1
AMTN	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0	0
AMY2B	0	0	0	0	0	0	0	0	0
AMZ1	0	0	1	0	0	0	0	0	0
AMZ2	79	536	345	752	618	621	48	611	318
AMZ2P1	9	60	274	480	312	73	20	87	70
ANAPC1	48	147	81	105	122	207	41	118	121
ANAPC10	107	318	132	215	185	424	71	362	180
ANAPC11	24	380	85	161	146	324	52	518	222
ANAPC13	23	211	109	236	213	214	9	269	121
ANAPC15	29	154	29	53	62	119	19	109	47
ANAPC16	98	1064	381	669	767	1453	161	1002	542
ANAPC1P2	3	18	14	15	24	23	4	17	28
ANAPC2	5	142	93	164	128	136	28	202	149
ANAPC4	27	184	89	138	121	181	26	181	158
ANAPC5	58	460	219	330	332	768	169	665	541
ANAPC7	23	232	67	95	97	366	54	293	167
ANG,p1@RNASE4	5	3	52	83	102	1	6	2	4
ANG,p2@RNASE4	0	0	0	0	0	0	0	0	0
ANG,p4@RNASE4	0	1	2	1	8	0	1	0	0
ANGEL1	8	55	19	22	49	57	5	33	33
ANGEL2	46	278	117	182	151	216	31	179	164
ANGPT1	5	0	0	3	0	2	2	0	1
ANGPT2	1	1	0	4	2	0	2	0	1
ANGPT4	0	0	0	0	0	0	0	0	0
ANGPTL1	0	0	6	4	4	0	0	0	0
ANGPTL2	0	0	2	5	6	0	0	0	0
ANGPTL3	0	0	0	0	0	0	0	0	0
ANGPTL4	444	65	6	5	5	133	164	28	27
ANGPTL5	0	0	2	2	3	0	0	0	0
ANGPTL6	1	3	1	1	3	4	1	3	3
ANGPTL7	0	0	0	0	0	0	0	0	0
ANGPTL8	0	0	0	0	0	0	0	0	0
ANK1	0	0	0	1	0	4	1	0	0
ANK2	3	6	12	10	18	13	2	0	4
ANK3	0	1	3	1	8	2	0	0	0
ANKAR	13	77	38	65	87	88	7	56	58
ANKDD1A	0	0	0	0	1	0	0	1	1
ANKEF1	0	0	0	2	3	0	0	0	0
ANKFN1	0	0	0	0	0	0	0	0	0
ANKFY1	15	88	40	52	68	184	16	173	70
ANKH	2	61	77	163	165	49	84	89	613
ANKHD1	6	10	5	8	6	20	4	9	9
ANKHD1,p1@ANKHD1-EIF4EBP3	179	520	430	503	645	547	92	388	344
ANKHD1,p2@ANKHD1-EIF4EBP3	85	162	100	105	184	118	62	127	201
ANKIB1	88	196	104	149	158	131	33	108	151
ANKK1	0	0	0	0	0	0	0	0	0
ANKLE1	0	1	1	1	3	6	3	16	22
ANKLE2	48	241	155	205	212	169	32	160	142
ANKMY1	8	173	53	73	111	202	48	178	279
ANKMY2	56	129	42	61	90	97	8	108	42
ANKRA2	20	281	125	209	177	232	59	183	248
ANKRD1	0	0	0	0	0	0	0	0	0
ANKRD10	193	723	722	852	788	894	129	866	561
ANKRD11	77	410	295	496	501	504	172	352	568
ANKRD12	226	350	406	591	671	339	42	204	267
ANKRD13A	25	283	73	143	67	226	19	198	326
ANKRD13B	1	41	4	4	3	16	18	21	64
ANKRD13C	85	302	137	233	244	225	44	239	292
ANKRD13D	3	117	79	110	149	64	12	103	106
ANKRD16	0	23	18	33	46	23	5	27	21
ANKRD17	576	471	307	524	560	521	71	428	312
ANKRD18A	0	0	0	0	1	0	0	0	0
ANKRD18B	0	0	0	0	0	0	0	0	0
ANKRD18CP	0	8	1	1	1	0	0	4	2
ANKRD18DP	20	22	11	30	3	17	2	15	11
ANKRD19P	0	0	0	0	0	0	0	0	0
ANKRD2	0	0	0	0	0	0	0	0	0
ANKRD20A11P	1	0	0	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	0
ANKRD23	3	34	9	14	14	31	5	35	22
ANKRD24	0	0	0	0	0	0	0	0	0
ANKRD26	10	40	27	39	33	50	1	46	35
ANKRD26P1	0	0	0	0	0	0	0	0	0
ANKRD27	30	422	239	420	457	319	25	513	231
ANKRD28	558	708	3012	5306	4742	1231	181	609	344
ANKRD29	0	0	0	0	1	0	0	1	0
ANKRD30A	0	0	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0	0	0
ANKRD30BL	0	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0	0
ANKRD31	1	2	10	11	7	3	0	6	4
ANKRD33	0	0	0	0	0	0	0	0	0
ANKRD33B	3	76	395	701	807	39	6	119	82
ANKRD34A	1	8	5	14	9	11	5	7	5
ANKRD34B	0	0	0	0	0	0	1	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	1	0	0	0
ANKRD35	0	0	1	0	2	0	0	0	0
ANKRD36	42	85	56	67	90	76	4	47	66
ANKRD36B	7	17	10	26	19	35	1	41	15
ANKRD36BP2	0	0	0	0	0	0	0	0	0
ANKRD36C	16	12	11	14	13	13	0	8	14
ANKRD37	2	23	111	88	245	40	4	16	25
ANKRD39	4	54	19	37	34	46	3	50	35
ANKRD40	62	197	86	284	134	153	34	120	117
ANKRD40CL	0	0	0	0	0	0	0	0	0
ANKRD42	118	55	147	261	240	73	31	65	70
ANKRD44	73	354	234	496	390	415	27	393	350
ANKRD44-AS1	0	0	0	0	2	0	0	0	0
ANKRD45	0	0	3	17	3	0	0	0	0
ANKRD46	21	160	76	110	115	188	50	202	164
ANKRD49	66	220	66	162	142	240	27	162	108
ANKRD49P3	6	31	5	10	13	37	2	25	26
ANKRD50	59	153	101	171	173	107	10	132	84
ANKRD52	4	115	51	67	66	144	20	174	112
ANKRD53	0	0	4	12	8	0	1	0	0
ANKRD54	18	120	82	97	103	143	28	138	108
ANKRD55	0	2	0	0	0	12	4	9	1
ANKRD6	4	15	5	20	38	7	1	8	28
ANKRD60	0	0	0	0	0	0	0	0	0
ANKRD62	0	1	0	0	0	0	0	0	0
ANKRD63	0	16	4	5	2	10	0	11	3
ANKRD65	0	0	0	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0	0	0	0
ANKRD7	0	1	1	4	0	0	0	1	2
ANKRD9	0	61	71	84	94	36	6	81	46
ANKS1A	10	54	36	66	44	41	4	38	35
ANKS1B	0	1	0	0	2	0	0	0	0
ANKS3	2	13	5	9	15	15	3	9	4
ANKS4B	0	0	0	0	0	0	0	0	0
ANKS6	0	11	17	22	15	4	1	9	3
ANKUB1	0	0	0	0	0	0	0	0	0
ANKZF1	14	206	101	159	153	370	69	245	371
ANLN	28	162	2	2	0	148	21	189	128
ANO1	0	0	1	0	9	0	0	1	1
ANO10	44	139	52	100	89	195	21	183	88
ANO2	0	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	2	0
ANO4	0	0	0	0	0	0	0	0	0
ANO5	3	2	3	3	0	3	0	3	0
ANO6	42	252	134	200	263	350	55	272	262
ANO7	8	57	6	12	10	57	5	38	43
ANO7L1	0	1	1	6	4	3	1	2	2
ANO8	1	35	30	39	38	60	8	50	78
ANO9	0	0	3	1	3	0	0	0	0
ANOS1	0	0	0	0	0	0	0	0	0
ANOS2P	0	0	0	0	0	0	0	0	0
ANOS2P,p1@TMSB4Y	0	0	0	0	0	0	0	0	0
ANP32A	255	800	272	415	453	633	59	671	320
ANP32AP1	3	18	8	8	9	9	0	9	7
ANP32B	385	1968	931	1371	1753	1234	301	1347	1298
ANP32E	806	774	507	751	675	540	118	384	329
ANPEP	71	873	202	307	313	114	105	389	1434
ANTKMT	5	100	45	67	97	101	12	241	111
ANTXR1	0	0	18	7	21	0	0	0	0
ANTXR2	32	554	821	1073	1277	890	78	760	475
ANTXRLP1	0	0	0	0	0	0	0	0	0
ANXA1	21182	14872	24621	26485	24025	25522	4515	16424	7292
ANXA10	0	0	0	0	0	0	0	0	0
ANXA11	118	4040	2464	3400	4483	3667	527	4569	3457
ANXA13	0	0	0	0	0	0	0	0	0
ANXA2	19	16	76	48	68	162	20	50	15
ANXA2P2	37	27	73	57	97	168	23	78	28
ANXA2P3	0	0	2	1	3	3	1	1	0
ANXA2R	2	94	76	109	158	97	26	134	182
ANXA3	0	0	1	7	8	0	0	2	0
ANXA4	1035	3655	209	419	534	3196	262	4498	785
ANXA5	654	1547	1218	1877	1923	5104	899	2614	1447
ANXA6	277	1511	1093	1397	2171	2061	247	2444	891
ANXA7	60	691	266	540	455	520	83	541	301
ANXA8	0	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	1	2	1	0	0	0
ANXA9	11	110	7	9	26	38	5	39	40
AOAH	0	0	8	1	9	0	0	3	0
AOC1	0	0	0	2	3	5	0	0	0
AOC2	0	0	0	0	0	0	0	0	0
AOC3	0	0	0	2	2	0	0	0	0
AOC4P	0	0	0	0	0	0	0	0	0
AOPEP	30	71	86	102	133	100	13	73	45
AOX1	0	0	1	3	1	0	0	0	1
AOX3P	0	0	0	0	0	0	0	0	0
AOX3P-AOX2P	0	0	0	0	0	0	0	0	0
AP1AR	86	209	115	227	231	286	34	190	142
AP1B1	238	1628	304	452	655	884	121	1118	894
AP1B1P1	0	0	0	0	0	0	0	0	0
AP1G1	309	1077	320	384	454	1249	217	940	620
AP1G2	2	184	117	194	199	197	14	164	174
AP1M1	23	326	87	171	249	343	76	389	264
AP1M2	0	0	1	2	5	0	0	0	1
AP1S1	6	149	27	50	40	105	12	163	64
AP1S2	141	991	127	157	192	792	80	982	247
AP1S3	36	161	1818	1648	3121	627	8	287	78
AP2A1	20	439	149	223	298	393	79	460	463
AP2A2	24	632	298	469	551	534	83	537	720
AP2B1	404	922	282	383	384	1098	132	939	408
AP2B1P1	9	17	2	6	6	26	3	18	24
AP2M1	378	2956	703	1049	1132	2061	244	2740	1720
AP2S1	30	599	188	354	354	561	181	1050	715
AP3B1	310	548	187	314	280	705	127	530	396
AP3B2	0	0	0	0	1	1	0	0	1
AP3D1	60	629	227	319	428	639	161	540	472
AP3M1	341	616	146	178	207	841	101	618	297
AP3M2	19	46	52	81	76	95	18	114	74
AP3S1	187	445	240	434	371	464	37	420	170
AP3S2	54	357	80	94	143	345	65	300	146
AP4B1	34	81	93	91	173	145	45	135	91
AP4B1-AS1	0	10	5	13	12	4	0	10	4
AP4E1	23	108	29	48	63	120	23	111	104
AP4M1	6	62	52	32	57	48	17	62	52
AP4S1	30	33	17	20	23	33	10	32	28
AP5B1	2	159	52	87	106	94	32	161	156
AP5M1	226	370	97	137	168	511	57	357	264
AP5S1	10	116	25	43	52	119	19	114	105
AP5Z1	18	317	191	367	374	253	48	394	256
APAF1	5	85	48	88	90	68	12	94	118
APBA1	1	0	6	10	9	4	1	4	2
APBA2	0	0	1	2	0	3	0	2	4
APBA3	2	66	69	103	140	66	24	75	106
APBB1	3	70	24	38	33	36	2	67	45
APBB1IP	6	21	31	34	30	346	20	273	207
APBB2	58	100	15	63	95	34	5	39	8
APBB3	2	63	63	122	146	67	6	122	84
APC	32	193	82	118	167	206	22	175	106
APC2	0	0	1	0	0	0	0	0	0
APCDD1	0	0	159	48	145	0	0	0	1
APCDD1L	0	0	0	1	7	0	0	0	0
APCDD1L-DT	0	0	2	0	5	0	0	0	0
APCS	0	0	0	0	0	0	0	0	0
APEH	19	430	108	162	204	373	90	570	402
APELA	0	0	3	0	2	0	0	0	0
APEX1	256	1743	570	699	801	1222	294	1386	1110
APEX2	206	255	79	144	126	314	81	284	328
APH1A	30	487	282	433	495	332	77	383	439
APH1B	19	265	81	117	135	181	26	321	175
API5	462	1419	378	553	596	1488	266	1208	736
APIP	124	320	46	68	104	260	44	240	156
APLF	13	91	91	133	177	124	14	47	104
APLN	0	0	3	0	2	0	0	0	7
APLNR	0	0	2	3	0	0	1	0	0
APLP1	0	0	0	0	1	1	0	1	1
APLP2	283	423	533	759	719	1228	137	658	361
APMAP	49	269	272	208	356	284	56	292	316
APOA1	0	0	0	0	0	0	0	0	0
APOA2	0	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0
APOB	0	0	1	0	0	0	0	0	1
APOBEC1	0	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	0	0	0	0
APOBEC3A	0	0	2	1	1	0	0	0	0
APOBEC3B	12	67	4	1	5	43	6	89	54
APOBEC3C	400	834	282	388	384	1198	99	885	588
APOBEC3D	4	8	8	9	8	13	4	18	13
APOBEC3F	10	49	33	69	43	89	14	52	60
APOBEC3G	6	71	26	33	27	145	24	76	39
APOBEC3H	10	76	2	2	1	9	0	30	18
APOBEC4	0	0	0	0	0	0	0	0	0
APOBR	290	669	272	355	519	482	201	265	938
APOC1	0	9	2	1	2	16	0	2	0
APOC1P1	0	0	0	0	0	0	0	0	0
APOC2	7	134	12	8	10	40	51	42	192
APOC3	0	0	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0	0	0
APOC4,p1@APOC4-APOC2	0	0	0	0	0	0	0	0	0
APOD	0	0	90	70	72	1	0	0	0
APOE	1	10	43	35	149	116	2	12	4
APOF	0	0	0	0	0	0	0	0	0
APOH	0	0	0	0	0	1	0	0	0
APOL1	29	189	20	25	38	213	6	229	56
APOL2	16	149	49	61	85	209	18	179	60
APOL3	1	37	10	14	13	42	7	55	34
APOL4	0	0	1	5	10	2	0	1	0
APOL6	90	515	96	170	251	738	76	596	277
APOLD1	6	44	23	20	14	27	5	21	14
APOLD1,p1@DDX47	153	418	173	300	300	575	107	444	184
APOM	4	20	17	11	26	15	3	15	14
APOO	17	133	10	26	35	138	29	179	87
APOOL	55	220	49	56	47	247	13	183	104
APP	0	0	55	72	134	2	1	1	4
APP-DT	0	0	4	0	5	0	0	1	1
APPBP2	67	328	145	193	240	382	55	264	267
APPL1	90	314	144	217	249	367	58	242	139
APPL2	6	161	178	247	310	191	21	195	157
APRT	14	367	143	189	213	368	136	555	328
APTR	24	43	22	23	24	57	3	47	26
APTX	63	162	135	165	326	214	43	150	106
AQP1	0	1	35	18	21	0	0	0	2
AQP10	1	18	154	152	267	3	1	24	54
AQP11	7	52	27	25	70	89	6	64	43
AQP12A	0	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0	0
AQP2	830	9	23	1	23	1139	1291	2	3
AQP3	1	11	27	10	17	4	29	0	136
AQP4	0	0	0	0	0	0	0	0	0
AQP4-AS1	0	3	1	0	0	0	0	0	0
AQP5	2	0	5	15	87	0	1	0	0
AQP5-AS1	0	0	0	0	2	0	0	0	0
AQP6	2	0	0	0	0	1	2	0	0
AQP7	0	0	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0	0
AQP9	1	0	2	1	1	0	0	0	0
AQR	171	309	145	184	209	427	59	290	210
AR	0	0	3	0	2	1	0	0	0
ARAF	98	536	267	378	428	663	88	346	370
ARAP1	36	434	517	580	660	498	149	400	607
ARAP1,p25@STARD10	2	62	42	69	80	62	9	80	64
ARAP2	42	135	101	124	166	126	29	61	53
ARAP3	9	325	3	1	3	31	5	96	67
ARC	3	0	19	4	20	11	2	1	20
ARCN1	647	806	517	764	792	1342	180	902	419
AREG	80	0	306	962	176	111	13	1	4
AREL1	51	195	84	105	133	177	29	155	114
ARF1	1173	4513	1984	2885	3303	4362	793	3570	2190
ARF1P3	20	43	11	13	18	32	10	25	13
ARF3	124	685	214	334	359	520	43	483	332
ARF4	1278	1624	816	1062	1340	2588	1024	1384	903
ARF4-AS1	0	1	20	25	60	9	0	0	0
ARF4P1	3	6	4	2	3	17	1	7	3
ARF5	41	610	221	337	365	481	127	801	433
ARF6	142	1230	927	1509	1473	1053	190	979	612
ARFGAP1	11	11	5	10	6	13	11	12	16
ARFGAP1,p2@ARFGAP3	15	202	147	218	206	273	49	239	153
ARFGAP2	18	335	103	175	185	225	32	288	131
ARFGAP3	402	469	298	353	426	720	313	490	252
ARFGEF1	189	536	277	408	407	450	104	307	435
ARFGEF2	228	446	366	562	573	504	90	398	255
ARFGEF3	5	0	1	14	11	9	0	5	1
ARFIP1	49	321	148	184	229	420	26	382	213
ARFIP2	74	189	133	166	192	266	53	208	185
ARFRP1	10	133	56	71	82	79	17	133	85
ARG1	0	0	0	0	0	0	0	0	0
ARG2	9	52	99	117	191	36	8	24	81
ARGFX	0	0	0	0	0	0	0	0	0
ARGLU1	809	2005	898	1672	1173	2360	313	1902	1292
ARHGAP1	201	1520	574	717	914	1116	192	1239	758
ARHGAP10	8	13	38	83	66	50	7	20	24
ARHGAP11A	3	66	4	5	2	37	5	50	43
ARHGAP11B	1	48	4	6	9	32	7	46	52
ARHGAP12	2	4	43	53	79	13	0	8	0
ARHGAP15	477	1307	574	864	863	1774	135	1716	929
ARHGAP17	81	172	67	132	127	149	21	164	105
ARHGAP18	1069	3658	1716	2123	2494	3355	404	5269	2874
ARHGAP19	0	0	0	0	0	0	0	0	0
ARHGAP19,p1@ARHGAP19-SLIT1	38	163	64	83	105	150	29	172	184
ARHGAP20	0	0	1	6	3	0	0	0	0
ARHGAP21	565	255	104	150	182	158	56	118	106
ARHGAP22	0	0	1	1	1	0	0	0	1
ARHGAP23	9	2	34	69	47	24	9	6	3
ARHGAP24	0	0	6	8	6	2	0	0	0
ARHGAP25	652	2305	805	1151	1670	2479	458	1657	1263
ARHGAP26	6	39	51	37	80	27	10	20	35
ARHGAP27	2	266	140	219	286	218	24	280	451
ARHGAP27P1	0	0	7	11	7	0	0	0	6
ARHGAP28	0	0	0	0	2	0	0	0	0
ARHGAP29	2	0	9	58	9	3	0	4	0
ARHGAP29-AS1	0	0	0	0	0	0	0	0	0
ARHGAP30	17	585	129	163	233	418	74	638	395
ARHGAP31	34	222	232	326	525	259	102	170	346
ARHGAP31-AS1	9	10	108	104	179	6	1	2	10
ARHGAP32	10	35	22	25	22	8	1	12	10
ARHGAP33	3	119	201	292	383	95	10	202	140
ARHGAP35	3	78	45	44	76	64	8	62	56
ARHGAP36	0	0	0	0	0	0	0	0	0
ARHGAP39	0	3	6	9	13	0	6	4	6
ARHGAP4	16	240	185	210	299	199	16	390	241
ARHGAP4,p1@NAA10	53	356	85	120	139	431	113	472	249
ARHGAP40	0	0	1	1	2	0	0	0	0
ARHGAP42	6	6	5	21	7	5	0	12	6
ARHGAP44	0	0	0	1	3	1	0	0	1
ARHGAP45	6	572	377	532	769	387	44	551	756
ARHGAP5	34	31	22	35	23	48	2	13	7
ARHGAP5-AS1	3	4	4	11	15	10	3	7	3
ARHGAP6	163	1814	252	406	516	523	55	1110	1382
ARHGAP8	0	0	0	0	3	0	0	0	0
ARHGAP9	68	418	61	107	111	462	133	442	851
ARHGDIA	197	1871	1431	1815	2530	1555	139	1815	950
ARHGDIB	2778	17149	6383	9806	9996	20212	2136	18607	11551
ARHGDIG	0	2	1	0	0	1	0	3	4
ARHGEF1	22	468	284	379	465	384	66	489	482
ARHGEF10	5	8	4	3	4	15	2	7	2
ARHGEF10L	0	0	5	5	19	0	0	0	0
ARHGEF11	3	58	77	136	152	75	5	79	64
ARHGEF12	124	493	474	593	849	424	77	454	518
