logFC	AveExpr	t	P.Value	adj.P.Val	B
GIT1	-0.915943963159694	4.51373237074631	-2.33588134953521	0.029850638180816	0.984113259833708	-4.42721030822222
STUB1	-0.583851873541779	6.35573459302413	-2.05530619894706	0.0529335924678434	0.984113259833708	-4.42749031313339
ANKLE2	-0.528993997100256	5.68228461427514	-2.07368748159412	0.051030498499203	0.984113259833708	-4.42752659158495
PDIA3	0.704747922024142	8.52563966184869	2.0472570530699	0.053786841068402	0.984113259833708	-4.4275931776037
NOL10	0.579819643953977	4.59528012572181	2.36386512724237	0.0281498138303584	0.984113259833708	-4.4281793586057
VPS13D	0.757650323921505	5.26351716258202	2.1770750205441	0.0414302866921709	0.984113259833708	-4.42830788252121
DLGAP1-AS1	0.951840872289634	4.75594593840774	2.43841933736729	0.0240469283976369	0.984113259833708	-4.42849063335747
CD99L2	0.781387061650228	4.63987535094903	2.6031400328269	0.0168777468440354	0.984113259833708	-4.42949077138335
SYVN1	0.612542180536219	5.62855244653455	2.16059390850486	0.0428416078656235	0.984113259833708	-4.42949886881801
MLXIP	-1.65452174075767	4.44442686305089	-2.418640472301	0.025077520269165	0.984113259833708	-4.42957078563189
AP5Z1	-0.783014935708319	5.25451425377192	-2.18954411775899	0.0403907770156321	0.984113259833708	-4.43013025249116
RPS4X	0.546613502460492	8.55860339511061	2.04892594628004	0.0536089228852208	0.984113259833708	-4.43117883519743
PPIP5K2	0.769278617558622	6.1675570962202	2.09144133978486	0.0492510427039276	0.984113259833708	-4.43125631433316
FTSJ1	0.916391480986451	4.83795166724822	2.33062898063807	0.0301802676386199	0.984113259833708	-4.43132629700445
MRPL2	0.801386001881884	4.80446162355091	2.37948153581914	0.0272401099253538	0.984113259833708	-4.43158160398636
SH2D2A	1.64873733060059	5.16749374338567	2.13874421000751	0.0447799574849808	0.984113259833708	-4.43225101867739
MYDGF	0.533182624405367	6.92950778390906	1.99920860596149	0.0591414654296167	0.984113259833708	-4.43238940532224
GOT1	1.23761709374328	4.66133092165594	2.32529730797232	0.030518308118431	0.984113259833708	-4.43256539246205
SEC13	0.522560004459137	6.51128771930371	2.00773065128274	0.0581583472007031	0.984113259833708	-4.43257054301267
SPOPL	-0.931828599007542	4.52602211674581	-2.21030121534659	0.0387129126623119	0.984113259833708	-4.43288108799363
THAP4	-0.671298822377808	4.2553976359219	-2.35004474021224	0.0289782724906529	0.984113259833708	-4.43296902061803
CPSF4	-0.728607139887939	3.55668552126902	-2.56582443365908	0.0182994935811955	0.984113259833708	-4.43301239845663
AGO2	-0.931518217246172	5.517084371431	-2.05214288272963	0.053267459444164	0.984113259833708	-4.43321612767615
TECR	0.555827666912324	7.92069816949056	2.00211567651498	0.0588044469365386	0.984113259833708	-4.43345011244547
GALNT3	0.754640330995782	5.93293793401293	2.16832668004279	0.0421740769788129	0.984113259833708	-4.43425253028315
DNLZ	-0.780575781192361	4.61344521951956	-2.18697822860537	0.0406027257399211	0.984113259833708	-4.434282397534
DAG1	0.866286231848853	4.83056268647092	2.55497988335543	0.0187333511039289	0.984113259833708	-4.43436803933067
TMEM201	-1.12283930668141	4.07973465490018	-2.6608057820844	0.014883840568708	0.984113259833708	-4.43449993160412
LAMTOR4	-0.724629136327195	6.61663842591608	-2.00864261973993	0.0580540098345783	0.984113259833708	-4.4346854580291
ABCE1	1.0154591091654	5.3880066959921	2.10506858261915	0.0479233539160999	0.984113259833708	-4.43468629299982
CACNA2D2	-1.00193956683996	5.10405667831658	-2.39399222547976	0.0264193179681819	0.984113259833708	-4.43483225918372
XPOT	0.841916174089407	6.2698073248295	2.00489959026625	0.0584833133079834	0.984113259833708	-4.43485430771614
